City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Moose Factory,CA,51.2585,-80.6094,33.8,74,0,11.5,clear sky
694,Manaure,CO,11.7751,-72.4445,80.94,79,100,4.61,overcast clouds
695,Energetik,RU,51.7445,58.7934,37.06,46,0,10.6,clear sky
696,Muisne,EC,0.6,-80.0333,78.57,77,32,6.82,scattered clouds
697,Panaba,MX,21.2833,-88.2667,94.37,38,56,15.86,broken clouds
698,Gazojak,TM,41.1875,61.4036,79.66,30,96,9.71,overcast clouds
699,Kalabo,ZM,-14.97,22.6814,65.35,61,62,5.3,broken clouds
700,Novaya Ladoga,RU,60.1025,32.3019,43.23,97,24,8.59,few clouds
701,Trincomalee,LK,8.5711,81.2335,80.55,84,85,9.57,overcast clouds
702,Bocas Del Toro,PA,9.3333,-82.25,81.41,75,96,2.13,overcast clouds
703,Kungsbacka,SE,57.4872,12.0761,54.18,85,100,14.0,light rain
